global_step,epoch,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch
102,0.8782608695652174,32,0,0.0,12,20,0,0.005462120998218706,4.8349470889699284e-05,0.12865521439456584,824.03125,0,32,0,0.0,12,20
103,0.8869565217391304,32,0,0.0,16,16,0,0.0012282646266034553,5.7798624217291786e-05,0.011734446348166195,762.53125,0,32,0,0.0,16,16
104,0.8956521739130435,32,0,0.0,10,22,0,0.011624400835869984,6.37626704692148e-05,0.1286480764871979,526.40625,0,32,0,0.0,10,22
105,0.9043478260869565,32,0,0.0,18,14,0,0.0017246860711820145,5.798933654415755e-05,0.01603530724566757,735.59375,0,32,0,0.0,18,14
106,0.9130434782608695,32,0,0.0,7,25,0,0.002296224600041499,6.30436359162885e-05,0.019347148189930944,744.65625,0,32,0,0.0,7,25
107,0.9217391304347826,32,0,0.0,11,21,0,0.005219486708535284,5.65586276879696e-05,0.12863786876925992,725.09375,0,32,0,0.0,11,21
108,0.9304347826086956,32,0,0.0,19,13,0,0.0016462202165726093,6.369263994181373e-05,0.013427803443487624,459.90625,0,32,0,0.0,19,13
109,0.9391304347826087,32,0,0.0,13,19,0,0.013212248567267083,5.56707161234161e-05,0.12863171538977916,644.46875,0,32,0,0.0,13,19
110,0.9478260869565217,32,0,0.0,16,16,0,0.004767221077042673,4.9362399063395724e-05,0.044099816693163076,595.375,0,32,0,0.0,16,16
111,0.9565217391304348,32,0,0.0,13,19,0,0.0069624140269603915,5.616079077871355e-05,0.11208113283962619,605.71875,0,32,0,0.0,13,19
112,0.9652173913043478,32,0,0.0,15,17,0,0.006792687022684637,5.576634611078734e-05,0.12862344063251896,541.5,0,32,0,0.0,15,17
113,0.9739130434782609,32,0,0.0,13,19,0,0.007598417235812399,5.5780825183354384e-05,0.12862157812505737,619.625,0,32,0,0.0,13,19
114,0.9826086956521739,32,0,0.0,10,22,0,0.008792951888125873,5.5910130494550934e-05,0.12862036698370352,679.28125,0,32,0,0.0,10,22
115,0.991304347826087,32,0,0.0,9,23,0,0.005120378811202877,5.485929880874402e-05,0.12861935778066344,930.46875,0,32,0,0.0,9,23
116,1.0,32,0,0.0,11,21,0,0.00038317674598779665,8.588443978333741e-05,0.0015841762854452426,636.84375,0,32,0,0.0,11,21
117,1.008695652173913,32,0,0.0,17,15,0,0.0006594864543403438,8.58928603957339e-05,0.0023353546074005374,402.21875,0,32,0,0.0,17,15
118,1.017391304347826,32,0,0.0,13,19,0,0.0003408879867246056,7.98226074572702e-05,0.0014735080504182227,585.09375,0,32,0,0.0,13,19
119,1.0260869565217392,32,0,0.0,16,16,0,0.00038163575691801857,9.528796537816812e-05,0.002270913498897059,538.84375,0,32,0,0.0,16,16
120,1.0347826086956522,32,0,0.0,13,19,0,0.0005650367123189845,8.147764610593719e-05,0.002351230314481298,478.0,0,32,0,0.0,13,19
121,1.0434782608695652,32,0,0.0,16,16,0,0.00043272984904857675,0.0001095456094201629,0.0010710066873826833,475.0625,0,32,0,0.0,16,16
122,1.0521739130434782,32,0,0.0,14,18,0,0.0004594231497214023,0.00010539442670660096,0.0015591997574632953,483.46875,0,32,0,0.0,14,18
123,1.0608695652173914,32,0,0.0,19,13,0,0.0005063525334230135,0.00012555472622671933,0.0013960244979127597,383.21875,0,32,0,0.0,19,13
124,1.0695652173913044,32,0,0.0,17,15,0,0.000406804190876711,0.00011005464597093691,0.002098014404481261,497.1875,0,32,0,0.0,17,15
125,1.0782608695652174,32,0,0.0,12,20,0,0.000386665171541098,8.800384713322792e-05,0.0013794367843312295,522.9375,0,32,0,0.0,12,20
126,1.0869565217391304,32,0,0.0,11,21,0,0.0004796600462623824,0.00010075354852680852,0.002413850974832065,485.5625,0,32,0,0.0,11,21
127,1.0956521739130434,32,0,0.0,16,16,0,0.0004671736229858657,0.00010755141240335864,0.0014955071809282998,468.3125,0,32,0,0.0,16,16
128,1.1043478260869566,32,0,0.0,15,17,0,0.00034902122205166805,8.279713513291251e-05,0.0008041300178127369,534.59375,0,32,0,0.0,15,17
129,1.1130434782608696,32,0,0.0,14,18,0,0.0003099861426283508,0.00010519228566242461,0.0010474706203482034,590.5625,0,32,0,0.0,14,18
130,1.1217391304347826,32,0,0.0,15,17,0,0.00035445553270652765,0.00010924575873112527,0.0013110445372446977,542.96875,0,32,0,0.0,15,17
131,1.1304347826086956,32,0,0.0,19,13,0,0.0004603424181786525,0.00010276987480006841,0.0021544996441134577,514.0,0,32,0,0.0,19,13
132,1.1391304347826088,32,0,0.0,17,15,0,0.00037262329409668124,0.0001194958566347514,0.0013731399914678087,467.5625,0,32,0,0.0,17,15
133,1.1478260869565218,32,0,0.0,11,21,0,0.000284637349560587,0.00010862660612532325,0.0009759680404713368,620.75,0,32,0,0.0,11,21
134,1.1565217391304348,32,0,0.0,14,18,0,0.0005293050703351045,0.00010303417448697938,0.002293475406126527,442.75,0,32,0,0.0,14,18
135,1.1652173913043478,32,0,0.0,13,19,0,0.00045091299640147005,0.0001034693674948588,0.002183965109341264,470.65625,0,32,0,0.0,13,19
136,1.173913043478261,32,0,0.0,13,19,0,0.0004454221337624922,0.00011453716131341882,0.002233521638366916,510.3125,0,32,0,0.0,13,19
137,1.182608695652174,32,0,0.0,14,18,0,0.0004423923113303031,7.973248789673843e-05,0.0022439079286047177,578.84375,0,32,0,0.0,14,18
138,1.191304347826087,32,0,0.0,14,18,0,0.0004346282363768408,8.716499025521753e-05,0.0021619081998652144,469.25,0,32,0,0.0,14,18
139,1.2,32,0,0.0,16,16,0,0.00047030655769134615,0.00011119356714412533,0.001535254009840619,434.6875,0,32,0,0.0,16,16
140,1.208695652173913,32,0,0.0,13,19,0,0.00048641307383639565,0.0001005851425804082,0.002330448221750309,471.78125,0,32,0,0.0,13,19
141,1.2173913043478262,32,0,0.0,15,17,0,0.0004773094520715678,7.755156937251928e-05,0.0022524204426852437,504.53125,0,32,0,0.0,15,17
142,1.2260869565217392,32,0,0.0,17,15,0,0.00032974370856017523,7.574542439795485e-05,0.0012786283584741462,557.84375,0,32,0,0.0,17,15
143,1.2347826086956522,32,0,0.0,14,18,0,0.0004250881358235776,0.00012633678415788533,0.002418303595934677,470.3125,0,32,0,0.0,14,18
144,1.2434782608695651,32,0,0.0,10,22,0,0.0003546597046840738,8.315811859274931e-05,0.0010789157937251379,556.3125,0,32,0,0.0,10,22
145,1.2521739130434784,32,0,0.0,12,20,0,0.00045601106649744317,0.00012012608824460094,0.0016038474239184605,466.75,0,32,0,0.0,12,20
146,1.2608695652173914,32,0,0.0,11,21,0,0.00046192489177764213,8.69188746093088e-05,0.002354333680125242,509.5625,0,32,0,0.0,11,21
147,1.2695652173913043,32,0,0.0,10,22,0,0.00042693805998502896,0.00011894812308158423,0.0023505091543834845,524.75,0,32,0,0.0,10,22
148,1.2782608695652173,32,0,0.0,17,15,0,0.00039762446674703963,8.387000503478222e-05,0.0010033434340673392,528.09375,0,32,0,0.0,17,15
149,1.2869565217391303,32,0,0.0,12,20,0,0.0004217718228344057,0.0001343156955811716,0.0022846154548814687,471.96875,0,32,0,0.0,12,20
150,1.2956521739130435,32,0,0.0,16,16,0,0.00036968465734094487,0.00011488937937982046,0.0007889751157844912,475.28125,0,32,0,0.0,16,16
151,1.3043478260869565,32,0,0.0,14,18,0,0.0004665819880481706,7.861442219386565e-05,0.0015444319124423948,468.375,0,32,0,0.0,14,18
152,1.3130434782608695,32,0,0.0,12,20,0,0.00039006810538593786,7.620046710046593e-05,0.0015045890180411337,497.5,0,32,0,0.0,12,20
153,1.3217391304347825,32,0,0.0,12,20,0,0.0005790960120631024,8.094859958685186e-05,0.0025718922463699475,461.0625,0,32,0,0.0,12,20
154,1.3304347826086957,32,0,0.0,10,22,0,0.00044264208226874155,0.00010702826664257613,0.002246159246103489,503.875,0,32,0,0.0,10,22
155,1.3391304347826087,32,0,0.0,10,22,0,0.0004550702678685676,0.00010765213865751752,0.0016146081307611994,442.15625,0,32,0,0.0,10,22
156,1.3478260869565217,32,0,0.0,8,24,0,0.0004138504338908926,8.834481275318538e-05,0.002232352418667913,536.0,0,32,0,0.0,8,24
157,1.3565217391304347,32,0,0.0,12,20,0,0.0003575765676189349,8.603240568672783e-05,0.0015164465996004954,519.46875,0,32,0,0.0,12,20
158,1.3652173913043477,32,0,0.0,14,18,0,0.0004670921644077743,7.958397724719532e-05,0.0021942210221384995,488.1875,0,32,0,0.0,14,18
159,1.373913043478261,32,0,0.0,12,20,0,0.0004413023589953873,7.989642431371133e-05,0.002310091007320048,497.46875,0,32,0,0.0,12,20
160,1.382608695652174,32,0,0.0,17,15,0,0.0003959778479142939,8.172729918456063e-05,0.0014114987102369111,454.53125,0,32,0,0.0,17,15
161,1.391304347826087,32,0,0.0,17,15,0,0.0003671651085415268,8.48058658636903e-05,0.0014953001050396731,490.3125,0,32,0,0.0,17,15
162,1.4,32,0,0.0,10,22,0,0.0004621563067026139,7.88964391546828e-05,0.0021839067893355472,506.90625,0,32,0,0.0,10,22
163,1.4086956521739131,32,0,0.0,13,19,0,0.00041615724615036675,0.00011240287605238069,0.0013602382381374151,487.0625,0,32,0,0.0,13,19
164,1.4173913043478261,32,0,0.0,11,21,0,0.0004350134141126614,8.819671758045584e-05,0.0021543976042189953,493.59375,0,32,0,0.0,11,21
165,1.4260869565217391,32,0,0.0,9,23,0,0.0003585346423729132,7.952145051060174e-05,0.0011283478460280265,553.6875,0,32,0,0.0,9,23
166,1.434782608695652,32,0,0.0,12,20,0,0.0003794625841570787,7.817069662669084e-05,0.001457189454730816,543.78125,0,32,0,0.0,12,20
167,1.4434782608695653,32,0,0.0,16,16,0,0.0005204247517712828,0.00011246064361741233,0.002489661136042155,466.46875,0,32,0,0.0,16,16
168,1.4521739130434783,32,0,0.0,17,15,0,0.0004872039226277079,0.0001365167658325708,0.0015327016868633876,400.375,0,32,0,0.0,17,15
169,1.4608695652173913,32,0,0.0,15,17,0,0.00042860710510030347,9.67684057712886e-05,0.0014014125793712592,473.96875,0,32,0,0.0,15,17
170,1.4695652173913043,32,0,0.0,11,21,0,0.00040632565037124614,8.024039244748102e-05,0.0024166774926141763,564.21875,0,32,0,0.0,11,21
171,1.4782608695652173,32,0,0.0,17,15,0,0.00039517770672642676,0.00010750926331590893,0.0012214214610623642,462.8125,0,32,0,0.0,17,15
172,1.4869565217391305,32,0,0.0,14,18,0,0.0004348671403828359,0.00010964013250889965,0.0024344752052617323,462.1875,0,32,0,0.0,14,18
173,1.4956521739130435,32,0,0.0,11,21,0,0.0003948747520273065,8.839772547376619e-05,0.0021069062434132314,529.3125,0,32,0,0.0,11,21
174,1.5043478260869565,32,0,0.0,17,15,0,0.0004894289392121235,8.165699453612703e-05,0.0015599315988930691,440.40625,0,32,0,0.0,17,15
175,1.5130434782608695,32,0,0.0,13,19,0,0.0003878663478900207,0.00010734019449900384,0.0024578374458850117,547.125,0,32,0,0.0,13,19
176,1.5217391304347827,32,0,0.0,15,17,0,0.0003985811110748936,0.0001320204452899164,0.0011355017842443716,438.09375,0,32,0,0.0,15,17
177,1.5304347826086957,32,0,0.0,14,18,0,0.00047618395031369636,8.532160200988894e-05,0.002505151583905884,567.28125,0,32,0,0.0,14,18
178,1.5391304347826087,32,0,0.0,14,18,0,0.00033108767606387533,9.886242335622859e-05,0.0011540880545788583,601.5625,0,32,0,0.0,14,18
179,1.5478260869565217,32,0,0.0,16,16,0,0.00040380687774549655,8.696025022174807e-05,0.0010671039826586875,495.6875,0,32,0,0.0,16,16
180,1.5565217391304347,32,0,0.0,10,22,0,0.0004149602873715836,0.00010229421957404862,0.0014466562856846113,486.3125,0,32,0,0.0,10,22
181,1.565217391304348,32,0,0.0,13,19,0,0.00041905485935883754,8.235772441523416e-05,0.0021515481785675055,523.53125,0,32,0,0.0,13,19
182,1.5739130434782609,32,0,0.0,11,21,0,0.00039996070403847735,8.09207137969503e-05,0.001610142482554697,558.25,0,32,0,0.0,11,21
183,1.5826086956521739,32,0,0.0,11,21,0,0.0003976431672935274,8.15502477554504e-05,0.0023517349409006845,522.9375,0,32,0,0.0,11,21
184,1.5913043478260869,32,0,0.0,12,20,0,0.0004144500754340193,7.99745562855173e-05,0.0022635255230379027,561.59375,0,32,0,0.0,12,20
185,1.6,32,0,0.0,15,17,0,0.0004142345869759303,8.392155157845871e-05,0.0024159206158688444,527.625,0,32,0,0.0,15,17
186,1.608695652173913,32,0,0.0,16,16,0,0.0003064460550358354,8.46772694411073e-05,0.0008226052902163124,581.78125,0,32,0,0.0,16,16
