global_step,epoch,train/loss,time/wall_clock_sec,time/step_time_sec,sampler/query_norm,correction/weight_mean,correction/weight_min,correction/weight_max,correction/weight_clipped_frac,lsh/refresh_count,lsh/refresh_time_sec,sampler/p_mean,sampler/p_min,sampler/p_max,sampler/cp_mean,sampler/cpK_mean,sampler/bucket_size_mean,sampler/bucket_size_max,sampler/attempts_mean,sampler/fallback_rate,sampler/probability_clamped_frac,sampler/unique_count,sampler/duplicate_count,sampler/duplicate_frac,sampler/resample_count_mean,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch,sampler/coverage_so_far,lsh/initial_refresh_time_sec,lsh/representation_norm_mean,lsh/representation_norm_std,lsh/representation_cosine_mean,lsh/representation_cosine_drift_mean,lsh/representation_cosine_drift_p95,lsh/bucket_assignment_changed_frac
11,0.08695652173913043,0.6588255167007446,2.674745798110962,0.11994791030883789,0.8029529452323914,1.0,1.0,1.0,0.0,1,0.0,0.007200359337860213,5.57963682958644e-05,0.12888271122381062,0.5011205990931489,0.12600291586973966,577.53125,2317.0,1.1875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.007200359337860213,5.57963682958644e-05,0.12888271122381062,577.53125,0,32,0,0.0,13,19,0.08533260632497273,,,,,,,
12,0.09565217391304348,0.6387580633163452,2.917240619659424,0.1144723892211914,0.802941083908081,1.0,1.0,1.0,0.0,1,0.0,0.0032257062821916746,5.663015528297566e-05,0.030030831627464987,0.5023911195353041,0.12691723800160593,620.1875,2070.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0032257062821916746,5.663015528297566e-05,0.030030831627464987,620.1875,0,32,0,0.0,12,20,0.09269356597600872,,,,,,,
13,0.10434782608695652,0.6013990044593811,3.1656336784362793,0.12243461608886719,0.8029323816299438,1.0,1.0,1.0,0.0,1,0.0,0.003907865000398551,6.292358299967887e-05,0.030030143506034702,0.5044076594480125,0.1284886337766042,768.875,2073.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.003907865000398551,6.292358299967887e-05,0.030030143506034702,768.875,0,32,0,0.0,11,21,0.0995092693565976,,,,,,,
14,0.11304347826086956,0.6399786472320557,3.4075324535369873,0.12245631217956543,0.8029270172119141,1.0,1.0,1.0,0.0,1,0.0,0.0028819320984482034,6.329473407126888e-05,0.02701997578250833,0.503455080985555,0.12775910982081445,533.21875,2063.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0028819320984482034,6.329473407126888e-05,0.02701997578250833,533.21875,0,32,0,0.0,12,20,0.10577971646673937,,,,,,,
15,0.12173913043478261,0.55904620885849,3.629743814468384,0.10441994667053223,0.8029220700263977,1.0,1.0,1.0,0.0,1,0.0,0.0062764886495001605,5.8046022338256326e-05,0.12890295142027458,0.503974106665449,0.12811068296378952,760.96875,2315.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0062764886495001605,5.8046022338256326e-05,0.12890295142027458,760.96875,0,32,0,0.0,9,23,0.11177753544165758,,,,,,,
16,0.13043478260869565,0.7464398145675659,3.883993625640869,0.12038755416870117,0.8029199242591858,1.0,1.0,1.0,0.0,1,0.0,0.006956346633927526,5.682433156772983e-05,0.05882229675342953,0.5006859760858005,0.12568540468033718,482.5,2322.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.006956346633927526,5.682433156772983e-05,0.05882229675342953,482.5,0,32,0,0.0,16,16,0.11641221374045801,,,,,,,
17,0.1391304347826087,0.7174363136291504,4.1248955726623535,0.12286782264709473,0.8029117584228516,1.0,1.0,1.0,0.0,1,0.0,0.00886647844211045,5.604460338110607e-05,0.12890948375603367,0.500452878678082,0.12545619501641447,711.03125,2320.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.00886647844211045,5.604460338110607e-05,0.12890948375603367,711.03125,0,32,0,0.0,14,18,0.12186477644492912,,,,,,,
18,0.14782608695652175,0.6747936606407166,4.357027769088745,0.11565780639648438,0.8028992414474487,1.0,1.0,1.0,0.0,1,0.0,0.005538842488777157,5.8013543266550976e-05,0.12891208676572372,0.501349400483681,0.1261638882781556,724.96875,2324.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.005538842488777157,5.8013543266550976e-05,0.12891208676572372,724.96875,0,32,0,0.0,13,19,0.12786259541984732,,,,,,,
19,0.1565217391304348,0.7507839202880859,4.602009534835815,0.11972761154174805,0.802884578704834,1.0,1.0,1.0,0.0,1,0.0,0.0015265869705677318,5.876004194913724e-05,0.016130905291643915,0.5003371925619895,0.12539659720349167,663.1875,2326.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,17,15,0,0.0015265869705677318,5.876004194913724e-05,0.016130905291643915,663.1875,0,32,0,0.0,17,15,0.1341330425299891,,,,,,,
20,0.16521739130434782,0.7421424388885498,4.839059352874756,0.11844682693481445,0.8028655052185059,1.0,1.0,1.0,0.0,1,0.0,0.0047476836271537716,6.082854333201535e-05,0.030820046657782263,0.49708488560432845,0.12297602261595014,450.40625,2065.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,19,13,0,0.0047476836271537716,6.082854333201535e-05,0.030820046657782263,450.40625,0,32,0,0.0,19,13,0.13931297709923665,,,,,,,
21,0.17391304347826086,0.5845699310302734,5.067252159118652,0.10801982879638672,0.8028437495231628,1.0,1.0,1.0,0.0,1,0.0,0.006799033171880522,4.9130475921951106e-05,0.1289171044916299,0.5044885187249438,0.12856825385380538,665.0,2320.0,1.34375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.006799033171880522,4.9130475921951106e-05,0.1289171044916299,665.0,0,32,0,0.0,10,22,0.14612868047982552,,,,,,,
22,0.1826086956521739,0.6364376544952393,5.306110382080078,0.1009061336517334,0.8028268218040466,1.0,1.0,1.0,0.0,1,0.0,0.0039678459212666795,5.906868021686366e-05,0.03312278333771974,0.5016808512160706,0.12640822545187785,656.53125,2023.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.0039678459212666795,5.906868021686366e-05,0.03312278333771974,656.53125,0,32,0,0.0,15,17,0.15130861504907306,,,,,,,
23,0.19130434782608696,0.5855749249458313,5.544872522354126,0.10120773315429688,0.8028125762939453,1.0,1.0,1.0,0.0,1,0.0,0.006297224238405027,5.884843417647742e-05,0.12891804558528183,0.5040932078486545,0.12820725446716316,609.8125,2322.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.006297224238405027,5.884843417647742e-05,0.12891804558528183,609.8125,0,32,0,0.0,9,23,0.15730643402399128,,,,,,,
24,0.2,0.6261902451515198,5.783406734466553,0.10196661949157715,0.8028032183647156,1.0,1.0,1.0,0.0,1,0.0,0.005501056066261374,5.7705342805776804e-05,0.12891798475226687,0.502445758565789,0.1269870572571971,643.625,2332.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.005501056066261374,5.7705342805776804e-05,0.12891798475226687,643.625,0,32,0,0.0,11,21,0.1638495092693566,,,,,,,
25,0.20869565217391303,0.5923190116882324,6.024740695953369,0.10372257232666016,0.8027967214584351,1.0,1.0,1.0,0.0,1,0.0,0.012061124479759976,6.522590258352047e-05,0.12891778500220472,0.5028872305503704,0.12729965850255714,584.375,2069.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.012061124479759976,6.522590258352047e-05,0.12891778500220472,584.375,0,32,0,0.0,12,20,0.16766630316248637,,,,,,,
26,0.21739130434782608,0.6283518075942993,7.199087381362915,0.12328457832336426,0.8027945160865784,1.0,1.0,1.0,0.0,1,0.0,0.007521057284763218,6.742541265947888e-05,0.12891702277604694,0.501141378276128,0.12600609061579202,511.21875,2013.0,1.03125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.007521057284763218,6.742541265947888e-05,0.12891702277604694,511.21875,0,32,0,0.0,14,18,0.17311886586695746,,,,,,,
27,0.22608695652173913,0.6441349983215332,7.425969839096069,0.10743451118469238,0.8027945160865784,1.0,1.0,1.0,0.0,1,0.0,0.006088413976880924,5.632753210168132e-05,0.12891596910213465,0.5010433643447092,0.1259121106853241,813.6875,2325.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.006088413976880924,5.632753210168132e-05,0.12891596910213465,813.6875,0,32,0,0.0,14,18,0.17938931297709923,,,,,,,
28,0.23478260869565218,0.5950914025306702,7.679291486740112,0.12137031555175781,0.8027956485748291,1.0,1.0,1.0,0.0,1,0.0,0.005709918245931762,6.604083728093267e-05,0.1289147824207706,0.5025669119805263,0.1270607196832424,692.625,2017.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.005709918245931762,6.604083728093267e-05,0.1289147824207706,692.625,0,32,0,0.0,12,20,0.18429661941112324,,,,,,,
29,0.24347826086956523,0.5986955165863037,7.904781103134155,0.10635590553283691,0.8027995824813843,1.0,1.0,1.0,0.0,1,0.0,0.0023414229311631406,5.923491694797674e-05,0.01893004565668661,0.5036848714537269,0.12789682740306763,629.1875,2317.0,1.1875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0023414229311631406,5.923491694797674e-05,0.01893004565668661,629.1875,0,32,0,0.0,9,23,0.18920392584514723,,,,,,,
30,0.25217391304347825,0.5400049686431885,8.160213947296143,0.1243743896484375,0.8028059005737305,1.0,1.0,1.0,0.0,1,0.0,0.006416222097729715,5.641454696782511e-05,0.12891200278247122,0.5041138689202365,0.1282662641327232,702.78125,2017.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.006416222097729715,5.641454696782511e-05,0.12891200278247122,702.78125,0,32,0,0.0,10,22,0.195474372955289,,,,,,,
31,0.2608695652173913,0.5073491334915161,8.399638414382935,0.12363076210021973,0.8028168082237244,1.0,1.0,1.0,0.0,1,0.0,0.006684613668300867,6.412381255847834e-05,0.12891042390420088,0.5050442912577442,0.12890683148874152,575.4375,2063.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.006684613668300867,6.412381255847834e-05,0.12891042390420088,575.4375,0,32,0,0.0,8,24,0.20092693565976008,,,,,,,
32,0.26956521739130435,0.588657021522522,8.643137693405151,0.12620759010314941,0.802832841873169,1.0,1.0,1.0,0.0,1,0.0,0.002696802144793607,5.637325648773068e-05,0.02918514124147239,0.5006613971671982,0.12565041441781877,632.8125,2331.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,17,15,0,0.002696802144793607,5.637325648773068e-05,0.02918514124147239,632.8125,0,32,0,0.0,17,15,0.2063794983642312,,,,,,,
33,0.2782608695652174,0.5762211084365845,8.889143466949463,0.12906694412231445,0.8028494715690613,1.0,1.0,1.0,0.0,1,0.0,0.00775779981351307,5.6577758055778574e-05,0.12890605686209833,0.5022726475344905,0.12685936129506528,635.59375,2327.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.00775779981351307,5.6577758055778574e-05,0.12890605686209833,635.59375,0,32,0,0.0,12,20,0.21128680479825518,,,,,,,
34,0.28695652173913044,0.5528005361557007,9.12434458732605,0.11935830116271973,0.8028652667999268,1.0,1.0,1.0,0.0,1,0.0,0.004402924621406108,5.5764378244312624e-05,0.03921560908756107,0.5014974756521877,0.12626400835509827,798.5625,2324.0,1.03125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.004402924621406108,5.5764378244312624e-05,0.03921560908756107,798.5625,0,32,0,0.0,13,19,0.21564885496183206,,,,,,,
35,0.2956521739130435,0.6758080124855042,9.379884719848633,0.12191176414489746,0.8028814196586609,1.0,1.0,1.0,0.0,1,0.0,0.0012871826702029522,5.005769177532378e-05,0.016954572781644407,0.5033415043084277,0.1277027649994274,763.625,2333.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0012871826702029522,5.005769177532378e-05,0.016954572781644407,763.625,0,32,0,0.0,11,21,0.22137404580152673,,,,,,,
36,0.30434782608695654,0.5473562479019165,9.618083238601685,0.12062740325927734,0.8028890490531921,1.0,1.0,1.0,0.0,1,0.0,0.011616755306214824,5.758331516497184e-05,0.12889805526568507,0.5019756573462875,0.12662122642847895,490.71875,2319.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.011616755306214824,5.758331516497184e-05,0.12889805526568507,490.71875,0,32,0,0.0,14,18,0.2262813522355507,,,,,,,
37,0.3130434782608696,0.6788603067398071,9.863184928894043,0.1271195411682129,0.802897572517395,1.0,1.0,1.0,0.0,1,0.0,0.0020289155209390662,5.604894126587182e-05,0.03373758525905166,0.503368799074358,0.12771294427109764,704.96875,2320.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0020289155209390662,5.604894126587182e-05,0.03373758525905166,704.96875,0,32,0,0.0,11,21,0.23227917121046893,,,,,,,
38,0.3217391304347826,0.5136193633079529,10.104542970657349,0.12446856498718262,0.8028966188430786,1.0,1.0,1.0,0.0,1,0.0,0.006922435298818543,4.942860574684348e-05,0.12889342432532633,0.5028425110752697,0.12725975694026476,440.0625,2333.0,1.21875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.006922435298818543,4.942860574684348e-05,0.12889342432532633,440.0625,0,32,0,0.0,12,20,0.23691384950926936,,,,,,,
39,0.33043478260869563,0.5477668046951294,10.342967987060547,0.12247514724731445,0.8028963208198547,1.0,1.0,1.0,0.0,1,0.0,0.007330515728915578,6.396690197486924e-05,0.12889148519213936,0.5020376243640101,0.12670466279641682,555.5,2061.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.007330515728915578,6.396690197486924e-05,0.12889148519213936,555.5,0,32,0,0.0,15,17,0.2415485278080698,,,,,,,
40,0.3391304347826087,0.5113598108291626,10.581994771957397,0.1222085952758789,0.8028972148895264,1.0,1.0,1.0,0.0,1,0.0,0.0055779220332053125,6.546283658484584e-05,0.03922257114851321,0.5022762140144346,0.12686649200627126,444.0625,2065.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0055779220332053125,6.546283658484584e-05,0.03922257114851321,444.0625,0,32,0,0.0,12,20,0.2470010905125409,,,,,,,
41,0.34782608695652173,0.3751550018787384,10.815116167068481,0.11598658561706543,0.802899956703186,1.0,1.0,1.0,0.0,1,0.0,0.007429323386315416,6.432561452861569e-05,0.12888628521686032,0.5049113095806566,0.12884670151267458,403.03125,2062.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.007429323386315416,6.432561452861569e-05,0.12888628521686032,403.03125,0,32,0,0.0,8,24,0.25,,,,,,,
42,0.3565217391304348,0.561517596244812,11.055277109146118,0.12320780754089355,0.8029085993766785,1.0,1.0,1.0,0.0,1,0.0,0.0023570294936876646,5.597119633400068e-05,0.02642429467565903,0.501851870142846,0.1265406053838428,616.3125,2331.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.0023570294936876646,5.597119633400068e-05,0.02642429467565903,616.3125,0,32,0,0.0,14,18,0.25517993456924754,,,,,,,
43,0.3652173913043478,0.5235428214073181,11.285108089447021,0.1107027530670166,0.8029167652130127,1.0,1.0,1.0,0.0,1,0.0,0.013089616302719223,5.85123812900349e-05,0.12887918677117802,0.5013495916273354,0.12616569224937618,397.25,2326.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.013089616302719223,5.85123812900349e-05,0.12887918677117802,397.25,0,32,0,0.0,16,16,0.2584514721919302,,,,,,,
44,0.3739130434782609,0.5526540875434875,11.53127408027649,0.11802887916564941,0.8029274940490723,1.0,1.0,1.0,0.0,1,0.0,0.003916356826758088,6.279005088123798e-05,0.03311692457514707,0.5015696142005874,0.1263597259041469,369.125,2066.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.003916356826758088,6.279005088123798e-05,0.03311692457514707,369.125,0,32,0,0.0,15,17,0.26308615049073064,,,,,,,
45,0.3826086956521739,0.4317800998687744,11.759522199630737,0.1075897216796875,0.8029399514198303,1.0,1.0,1.0,0.0,1,0.0,0.0034041795103682123,6.145050290842281e-05,0.029423937161934678,0.504347838072005,0.12841601348918819,550.0,2072.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0034041795103682123,6.145050290842281e-05,0.029423937161934678,550.0,0,32,0,0.0,9,23,0.26663031624863687,,,,,,,
46,0.391304347826087,0.5393001437187195,12.010791778564453,0.1173408031463623,0.8029590249061584,1.0,1.0,1.0,0.0,1,0.0,0.0018121706310487641,6.849695032978919e-05,0.03003377848506442,0.50517681543508,0.1290610765772235,622.78125,2014.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0018121706310487641,6.849695032978919e-05,0.03003377848506442,622.78125,0,32,0,0.0,11,21,0.27153762268266085,,,,,,,
47,0.4,0.4678710103034973,12.238978862762451,0.10567164421081543,0.8029800653457642,1.0,1.0,1.0,0.0,1,0.0,0.006798171320789524,5.5703685494109926e-05,0.12886173249858016,0.5031955141010189,0.127555812052288,642.90625,2335.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.006798171320789524,5.5703685494109926e-05,0.12886173249858016,642.90625,0,32,0,0.0,13,19,0.2761723009814613,,,,,,,
48,0.40869565217391307,0.4720606803894043,12.492600440979004,0.12045073509216309,0.803002655506134,1.0,1.0,1.0,0.0,1,0.0,0.0037798295226584245,5.6770908972636994e-05,0.030002924177837363,0.5040767935355224,0.12823586395286676,657.84375,2316.0,1.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0037798295226584245,5.6770908972636994e-05,0.030002924177837363,657.84375,0,32,0,0.0,10,22,0.2818974918211559,,,,,,,
49,0.41739130434782606,0.5579461455345154,12.728066444396973,0.11405825614929199,0.8030269145965576,1.0,1.0,1.0,0.0,1,0.0,0.005293745332041917,6.27570054550451e-05,0.1288524734000751,0.5023000333746428,0.12683530325688408,891.9375,2066.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.005293745332041917,6.27570054550451e-05,0.1288524734000751,891.9375,0,32,0,0.0,10,22,0.2876226826608506,,,,,,,
50,0.4260869565217391,0.4468742311000824,12.970583438873291,0.1099095344543457,0.8030497431755066,1.0,1.0,1.0,0.0,1,0.0,0.005181366712036298,5.773350018879382e-05,0.12884855378077792,0.5042424823101255,0.12834124888944712,729.0625,2015.0,1.15625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.005181366712036298,5.773350018879382e-05,0.12884855378077792,729.0625,0,32,0,0.0,10,22,0.29225736095965105,,,,,,,
51,0.43478260869565216,0.35668930411338806,14.134960174560547,0.11884236335754395,0.8030753135681152,1.0,1.0,1.0,0.0,1,0.0,0.005287566293103511,5.735478871233538e-05,0.04414979549308369,0.5042646983643856,0.1283723832824118,656.1875,2335.0,1.03125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.005287566293103511,5.735478871233538e-05,0.04414979549308369,656.1875,0,32,0,0.0,11,21,0.2963467829880044,,,,,,,
52,0.4434782608695652,0.4205756187438965,14.367849111557007,0.10860896110534668,0.8031063675880432,1.0,1.0,1.0,0.0,1,0.0,0.002677029126172662,6.514993876503516e-05,0.03373757612611461,0.5019542690064317,0.12664443409172468,655.15625,2023.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.002677029126172662,6.514993876503516e-05,0.03373757612611461,655.15625,0,32,0,0.0,13,19,0.30125408942202836,,,,,,,
53,0.45217391304347826,0.4975455403327942,14.611366987228394,0.11133885383605957,0.8031376600265503,1.0,1.0,1.0,0.0,1,0.0,0.00792461119569066,7.714255163928171e-05,0.12883477879775504,0.5009407921380372,0.12583386452674947,385.65625,1717.0,1.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.00792461119569066,7.714255163928171e-05,0.12883477879775504,385.65625,0,32,0,0.0,15,17,0.3047982551799346,,,,,,,
54,0.4608695652173913,0.5349278450012207,14.86384391784668,0.12408065795898438,0.80316561460495,1.0,1.0,1.0,0.0,1,0.0,0.006557461786411907,6.654133381329535e-05,0.12883014712351348,0.501587719364637,0.12637003731317953,700.59375,2059.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.006557461786411907,6.654133381329535e-05,0.12883014712351348,700.59375,0,32,0,0.0,13,19,0.30779716466739365,,,,,,,
55,0.46956521739130436,0.5551319122314453,15.10346531867981,0.1211545467376709,0.80318683385849,1.0,1.0,1.0,0.0,1,0.0,0.004797263084726623,5.703928468884883e-05,0.043903322967382453,0.5015601684825528,0.12630152496521455,668.3125,2330.0,1.125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.004797263084726623,5.703928468884883e-05,0.043903322967382453,668.3125,0,32,0,0.0,12,20,0.3113413304252999,,,,,,,
