global_step,epoch,train/loss,time/wall_clock_sec,time/step_time_sec,sampler/query_norm,correction/weight_mean,correction/weight_min,correction/weight_max,correction/weight_clipped_frac,lsh/refresh_count,lsh/refresh_time_sec,sampler/p_mean,sampler/p_min,sampler/p_max,sampler/cp_mean,sampler/cpK_mean,sampler/bucket_size_mean,sampler/bucket_size_max,sampler/attempts_mean,sampler/fallback_rate,sampler/probability_clamped_frac,sampler/unique_count,sampler/duplicate_count,sampler/duplicate_frac,sampler/resample_count_mean,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch,sampler/coverage_so_far,lsh/initial_refresh_time_sec,lsh/representation_norm_mean,lsh/representation_norm_std,lsh/representation_cosine_mean,lsh/representation_cosine_drift_mean,lsh/representation_cosine_drift_p95,lsh/bucket_assignment_changed_frac
11,0.08695652173913043,0.5628496408462524,2.6831750869750977,0.11506485939025879,0.8029423952102661,1.0,1.0,1.0,0.0,1,0.0,0.006557907012440224,3.165765042018703e-05,0.034468600823655604,0.5054418731551265,0.0330830622807319,148.84375,1125.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.006557907012440224,3.165765042018703e-05,0.034468600823655604,148.84375,0,32,0,0.0,9,23,0.061886586695747,,,,,,,
12,0.09565217391304348,0.5969398021697998,2.9261438846588135,0.11894631385803223,0.8029329180717468,1.0,1.0,1.0,0.0,1,0.0,0.003981882691952291,4.778330637533668e-05,0.037200960478102715,0.5045093246873582,0.032799974089898994,132.15625,690.0,1.71875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.003981882691952291,4.778330637533668e-05,0.037200960478102715,132.15625,0,32,0,0.0,11,21,0.06652126499454744,,,,,,,
13,0.10434782608695652,0.6117138862609863,3.1664528846740723,0.1190338134765625,0.8029268980026245,1.0,1.0,1.0,0.0,1,0.0,0.00547204751981478,4.874782378753725e-05,0.03581940641774062,0.5038168008634712,0.0326144857292581,94.875,691.0,1.59375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.00547204751981478,4.874782378753725e-05,0.03581940641774062,94.875,0,32,0,0.0,12,20,0.0697928026172301,,,,,,,
14,0.11304347826086956,0.5874015092849731,3.4095499515533447,0.12028646469116211,0.8029218912124634,1.0,1.0,1.0,0.0,1,0.0,0.006101643952172371,3.191444137226158e-05,0.03446764809150248,0.5048432972338126,0.032898594966374546,162.875,1122.0,1.71875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.006101643952172371,3.191444137226158e-05,0.03446764809150248,162.875,0,32,0,0.0,12,20,0.07306434023991276,,,,,,,
15,0.12173913043478261,0.5996822118759155,3.649991035461426,0.1202402114868164,0.8029176592826843,1.0,1.0,1.0,0.0,1,0.0,0.005252633858298243,2.9820037027465437e-05,0.03446735898802619,0.5040910664229339,0.03267547330551225,129.96875,1122.0,1.78125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.005252633858298243,2.9820037027465437e-05,0.03446735898802619,129.96875,0,32,0,0.0,11,21,0.07660850599781897,,,,,,,
16,0.13043478260869565,0.465499609708786,3.890568256378174,0.12098860740661621,0.8029128313064575,1.0,1.0,1.0,0.0,1,0.0,0.006859228150684049,3.0816295989405536e-05,0.03582392763532573,0.5058972000314841,0.03322907421387794,116.78125,1122.0,1.78125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.006859228150684049,3.0816295989405536e-05,0.03582392763532573,116.78125,0,32,0,0.0,7,25,0.08015267175572519,,,,,,,
17,0.1391304347826087,0.636358380317688,4.129107713699341,0.11822199821472168,0.8029123544692993,1.0,1.0,1.0,0.0,1,0.0,0.006554821499067304,3.120146958060995e-05,0.037209502482432384,0.503379131100987,0.03243993282598118,111.09375,1120.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.006554821499067304,3.120146958060995e-05,0.037209502482432384,111.09375,0,32,0,0.0,13,19,0.0831515812431843,,,,,,,
18,0.14782608695652175,0.5173726677894592,4.37078857421875,0.12036442756652832,0.8029085397720337,1.0,1.0,1.0,0.0,1,0.0,0.004974430065700121,3.141666394251887e-05,0.03446648567488986,0.5045980464509805,0.03279687781862029,84.375,1125.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.004974430065700121,3.141666394251887e-05,0.03446648567488986,84.375,0,32,0,0.0,11,21,0.0861504907306434,,,,,,,
19,0.1565217391304348,0.4877541959285736,4.611170053482056,0.12038516998291016,0.8029067516326904,1.0,1.0,1.0,0.0,1,0.0,0.006746551468548717,3.09363255476949e-05,0.037210670102523144,0.5056295150903837,0.03315921108200183,90.5,1122.0,1.53125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.006746551468548717,3.09363255476949e-05,0.037210670102523144,90.5,0,32,0,0.0,11,21,0.08751363140676117,,,,,,,
20,0.16521739130434782,0.5005636215209961,4.8486487865448,0.11782264709472656,0.80290687084198,1.0,1.0,1.0,0.0,1,0.0,0.006268661890215128,2.9193667881204348e-05,0.034465971639449,0.5031447904598285,0.032354560915580345,91.0,1118.0,1.71875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.006268661890215128,2.9193667881204348e-05,0.034465971639449,91.0,0,32,0,0.0,12,20,0.08969465648854962,,,,,,,
21,0.17391304347826086,0.5660132765769958,5.087073087692261,0.11702942848205566,0.8029101490974426,1.0,1.0,1.0,0.0,1,0.0,0.006977833510389024,3.926826111282309e-05,0.03320931944178717,0.5030911918613155,0.03232595355217512,105.40625,694.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.006977833510389024,3.926826111282309e-05,0.03320931944178717,105.40625,0,32,0,0.0,12,20,0.09242093784078517,,,,,,,
22,0.1826086956521739,0.629244327545166,5.32699728012085,0.11826705932617188,0.8029122352600098,1.0,1.0,1.0,0.0,1,0.0,0.008598943438632134,4.799639777228037e-05,0.03449251978723977,0.5003403077133037,0.03146344080876359,52.28125,690.0,1.875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,18,14,0,0.008598943438632134,4.799639777228037e-05,0.03449251978723977,52.28125,0,32,0,0.0,18,14,0.09432933478735006,,,,,,,
23,0.19130434782608696,0.4424629807472229,5.565218925476074,0.1180884838104248,0.8029129505157471,1.0,1.0,1.0,0.0,1,0.0,0.005369026263301189,3.0421220446129418e-05,0.037209298920156335,0.503470952776881,0.03244368319830156,160.53125,1120.0,1.59375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.005369026263301189,3.0421220446129418e-05,0.037209298920156335,160.53125,0,32,0,0.0,12,20,0.09678298800436205,,,,,,,
24,0.2,0.4446856379508972,5.801442861557007,0.11447930335998535,0.8029180765151978,1.0,1.0,1.0,0.0,1,0.0,0.005124308078749707,2.8579082373942694e-05,0.03582366970836575,0.5048314039849936,0.03291034777534092,98.59375,1124.0,1.625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.005124308078749707,2.8579082373942694e-05,0.03582366970836575,98.59375,0,32,0,0.0,11,21,0.09978189749182116,,,,,,,
25,0.20869565217391303,0.32253584265708923,6.048179864883423,0.12269353866577148,0.8029271364212036,1.0,1.0,1.0,0.0,1,0.0,0.0063159035541580245,3.005654768191628e-05,0.03446472607152283,0.5065632793860113,0.03345025893236596,165.21875,1124.0,1.5,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0063159035541580245,3.005654768191628e-05,0.03446472607152283,165.21875,0,32,0,0.0,8,24,0.10305343511450382,,,,,,,
26,0.21739130434782608,0.3822629749774933,7.207911491394043,0.10546612739562988,0.802942156791687,1.0,1.0,1.0,0.0,1,0.0,0.00544287598700687,2.900654010450518e-05,0.03720513953581422,0.5054569361297362,0.033103992356259056,143.5,1124.0,1.78125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.00544287598700687,2.900654010450518e-05,0.03720513953581422,143.5,0,32,0,0.0,11,21,0.10523446019629226,,,,,,,
27,0.22608695652173913,0.4060864746570587,7.473053932189941,0.12692856788635254,0.8029598593711853,1.0,1.0,1.0,0.0,1,0.0,0.005780401540756323,3.119346313448153e-05,0.03327583378884018,0.5024986168562715,0.03213988065609796,115.75,1123.0,1.6875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.005780401540756323,3.119346313448153e-05,0.03327583378884018,115.75,0,32,0,0.0,14,18,0.1074154852780807,,,,,,,
28,0.23478260869565218,0.5295058488845825,7.7057905197143555,0.11291885375976562,0.8029804825782776,1.0,1.0,1.0,0.0,1,0.0,0.005683499271669466,2.8404157018534315e-05,0.033275229601975174,0.5029961423523327,0.03230867673525635,138.8125,1121.0,1.53125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.005683499271669466,2.8404157018534315e-05,0.033275229601975174,138.8125,0,32,0,0.0,14,18,0.11068702290076336,,,,,,,
29,0.24347826086956523,0.2600245475769043,7.944311857223511,0.10776877403259277,0.802998960018158,1.0,1.0,1.0,0.0,1,0.0,0.008085876394704724,2.77090165833388e-05,0.0371987170705383,0.5065618655570155,0.0334450935965782,101.4375,1125.0,1.65625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.008085876394704724,2.77090165833388e-05,0.0371987170705383,101.4375,0,32,0,0.0,7,25,0.11259541984732824,,,,,,,
30,0.25217391304347825,0.3183151185512543,8.209716558456421,0.12964582443237305,0.8030228018760681,1.0,1.0,1.0,0.0,1,0.0,0.0075683854919369135,3.119515993123816e-05,0.03719620414177632,0.50319095783503,0.03239176494491451,138.96875,1123.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.0075683854919369135,3.119515993123816e-05,0.03719620414177632,138.96875,0,32,0,0.0,14,18,0.11477644492911669,,,,,,,
31,0.2608695652173913,0.3723977506160736,8.45179009437561,0.12305617332458496,0.8030497431755066,1.0,1.0,1.0,0.0,1,0.0,0.005180223401226789,2.7928718667987745e-05,0.03447811985677857,0.5064894553986767,0.033439257865057595,121.40625,1122.0,1.78125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.005180223401226789,2.7928718667987745e-05,0.03447811985677857,121.40625,0,32,0,0.0,9,23,0.1183206106870229,,,,,,,
32,0.26956521739130435,0.39193105697631836,8.695407390594482,0.12337040901184082,0.8030784130096436,1.0,1.0,1.0,0.0,1,0.0,0.00695896501121833,3.996326471345534e-05,0.031018883214742252,0.5011827603300144,0.03171431486767875,59.0,693.0,1.84375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.00695896501121833,3.996326471345534e-05,0.031018883214742252,59.0,0,32,0,0.0,16,16,0.12022900763358779,,,,,,,
33,0.2782608695652174,0.33475589752197266,8.93346357345581,0.11975407600402832,0.8031101226806641,1.0,1.0,1.0,0.0,1,0.0,0.006299720069608132,3.031663076479465e-05,0.03718747908577856,0.5032151256624613,0.032393033796713294,128.84375,1122.0,1.78125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.006299720069608132,3.031663076479465e-05,0.03718747908577856,128.84375,0,32,0,0.0,13,19,0.12213740458015267,,,,,,,
34,0.28695652173913044,0.3298824429512024,9.175831317901611,0.12113595008850098,0.8031449317932129,1.0,1.0,1.0,0.0,1,0.0,0.007542040391789703,4.8091628351303136e-05,0.0371843683660752,0.5021155444848311,0.032020580822252454,54.9375,692.0,1.5,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.007542040391789703,4.8091628351303136e-05,0.0371843683660752,54.9375,0,32,0,0.0,16,16,0.12322791712104689,,,,,,,
35,0.2956521739130435,0.320629358291626,9.429245233535767,0.13219976425170898,0.8031819462776184,1.0,1.0,1.0,0.0,1,0.0,0.005281462772966206,2.8207776412103456e-05,0.03718104077574617,0.5064212326905488,0.03341656059995871,134.8125,1125.0,1.53125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.005281462772966206,2.8207776412103456e-05,0.03718104077574617,134.8125,0,32,0,0.0,8,24,0.126226826608506,,,,,,,
36,0.30434782608695654,0.3644782304763794,9.669847011566162,0.12914276123046875,0.8032189011573792,1.0,1.0,1.0,0.0,1,0.0,0.004821423405182921,2.6881176315618046e-05,0.03318348467955579,0.5021500090295872,0.03201931709271019,208.375,1123.0,1.375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.004821423405182921,2.6881176315618046e-05,0.03318348467955579,208.375,0,32,0,0.0,14,18,0.12949836423118866,,,,,,,
37,0.3130434782608696,0.44489842653274536,9.90665340423584,0.12116074562072754,0.8032563328742981,1.0,1.0,1.0,0.0,1,0.0,0.0048021156592769195,4.663189761542639e-05,0.03446209137067454,0.503806580679458,0.03256916833319473,148.84375,694.0,1.71875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0048021156592769195,4.663189761542639e-05,0.03446209137067454,148.84375,0,32,0,0.0,13,19,0.1322246455834242,,,,,,,
38,0.3217391304347826,0.19869862496852875,10.142456531524658,0.1134636402130127,0.8032886385917664,1.0,1.0,1.0,0.0,1,0.0,0.004238676228760377,3.11012932694076e-05,0.03445531301849248,0.5069849447423104,0.03358064175460678,203.21875,1122.0,1.59375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.004238676228760377,3.11012932694076e-05,0.03445531301849248,203.21875,0,32,0,0.0,7,25,0.13549618320610687,,,,,,,
39,0.33043478260869563,0.3323378264904022,10.394849300384521,0.12431859970092773,0.803324282169342,1.0,1.0,1.0,0.0,1,0.0,0.003956775332919548,2.814287062488034e-05,0.034454673449851106,0.5046828833228192,0.032857650373340694,103.84375,1118.0,1.65625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.003956775332919548,2.814287062488034e-05,0.034454673449851106,103.84375,0,32,0,0.0,11,21,0.13822246455834242,,,,,,,
40,0.3391304347826087,0.20981544256210327,10.635281801223755,0.12303638458251953,0.803359866142273,1.0,1.0,1.0,0.0,1,0.0,0.004736015528560943,2.944680971716001e-05,0.03445407177105101,0.502419456761869,0.032117168558815704,122.0,1121.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.004736015528560943,2.944680971716001e-05,0.03445407177105101,122.0,0,32,0,0.0,11,21,0.14040348964013086,,,,,,,
41,0.34782608695652173,0.25369101762771606,10.878841876983643,0.12578225135803223,0.8033989071846008,1.0,1.0,1.0,0.0,1,0.0,0.004655527911351887,4.74522733459242e-05,0.034453427210532135,0.5050543312345912,0.03296169946085728,80.71875,694.0,1.6875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.004655527911351887,4.74522733459242e-05,0.034453427210532135,80.71875,0,32,0,0.0,10,22,0.14231188658669575,,,,,,,
42,0.3565217391304348,0.22290173172950745,11.12067723274231,0.12634778022766113,0.803438127040863,1.0,1.0,1.0,0.0,1,0.0,0.00539172746818643,2.9021170217368743e-05,0.033265848514769575,0.5047592294836577,0.032867602671119094,194.875,1121.0,1.6875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.00539172746818643,2.9021170217368743e-05,0.033265848514769575,194.875,0,32,0,0.0,9,23,0.1450381679389313,,,,,,,
43,0.3652173913043478,0.29041242599487305,11.363077402114868,0.12593579292297363,0.803476870059967,1.0,1.0,1.0,0.0,1,0.0,0.004225607613667231,3.290347602211309e-05,0.013842450905355394,0.5031614570421827,0.032369467508225364,163.78125,1118.0,1.625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.004225607613667231,3.290347602211309e-05,0.013842450905355394,163.78125,0,32,0,0.0,13,19,0.14721919302071973,,,,,,,
44,0.3739130434782609,0.20070341229438782,11.605783700942993,0.12682723999023438,0.8035153746604919,1.0,1.0,1.0,0.0,1,0.0,0.006560023797944261,4.75712308470814e-05,0.03715376815556974,0.504962746797259,0.032929831405883875,98.03125,693.0,1.71875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.006560023797944261,4.75712308470814e-05,0.03715376815556974,98.03125,0,32,0,0.0,10,22,0.14885496183206107,,,,,,,
45,0.3826086956521739,0.22078418731689453,11.840583801269531,0.11888551712036133,0.8035557270050049,1.0,1.0,1.0,0.0,1,0.0,0.005406013289616515,2.6024545430930446e-05,0.03445119657740587,0.5048865626708928,0.03288982519096188,104.65625,1124.0,1.8125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.005406013289616515,2.6024545430930446e-05,0.03445119657740587,104.65625,0,32,0,0.0,12,20,0.1504907306434024,,,,,,,
46,0.391304347826087,0.17219465970993042,12.08612322807312,0.11893010139465332,0.8035977482795715,1.0,1.0,1.0,0.0,1,0.0,0.0036961766423604875,3.0280023654598362e-05,0.014205158482813946,0.5043014434368076,0.03272037241253694,153.78125,1118.0,1.59375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0036961766423604875,3.0280023654598362e-05,0.014205158482813946,153.78125,0,32,0,0.0,10,22,0.1523991275899673,,,,,,,
47,0.4,0.19093218445777893,12.330475330352783,0.11846566200256348,0.8036423921585083,1.0,1.0,1.0,0.0,1,0.0,0.006832605470728637,3.094499956235352e-05,0.035765128358217414,0.5041501905277579,0.032704212217611404,96.28125,1118.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.006832605470728637,3.094499956235352e-05,0.035765128358217414,96.28125,0,32,0,0.0,12,20,0.1540348964013086,,,,,,,
48,0.40869565217391307,0.12123720347881317,12.577349185943604,0.12149453163146973,0.8036884069442749,1.0,1.0,1.0,0.0,1,0.0,0.007210438687334951,3.027148665958097e-05,0.03576233110518316,0.5047411654978975,0.03285821053043732,200.5625,1121.0,1.46875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.007210438687334951,3.027148665958097e-05,0.03576233110518316,200.5625,0,32,0,0.0,10,22,0.15676117775354417,,,,,,,
49,0.41739130434782606,0.3335276246070862,12.829686641693115,0.1226193904876709,0.8037363290786743,1.0,1.0,1.0,0.0,1,0.0,0.009865795310212632,3.318067476953514e-05,0.0344487997291499,0.5021656540243948,0.03206098372749905,63.0,1123.0,1.96875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.009865795310212632,3.318067476953514e-05,0.0344487997291499,63.0,0,32,0,0.0,16,16,0.15757906215921483,,,,,,,
50,0.4260869565217391,0.29425671696662903,13.067368745803833,0.1161813735961914,0.8037810921669006,1.0,1.0,1.0,0.0,1,0.0,0.00620179015004804,4.493612617257943e-05,0.029691627313915333,0.5008501909914833,0.03162377420486635,84.4375,694.0,1.84375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.00620179015004804,4.493612617257943e-05,0.029691627313915333,84.4375,0,32,0,0.0,16,16,0.15921483097055616,,,,,,,
51,0.43478260869565216,0.28889861702919006,14.235156059265137,0.11102461814880371,0.8038251996040344,1.0,1.0,1.0,0.0,1,0.0,0.005111997933157356,2.894893952159781e-05,0.037133083079456626,0.5030518478156525,0.0323263557109522,161.40625,1124.0,1.5625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.005111997933157356,2.894893952159781e-05,0.037133083079456626,161.40625,0,32,0,0.0,12,20,0.1619411123227917,,,,,,,
52,0.4434782608695652,0.2551282048225403,14.474697589874268,0.10666418075561523,0.8038665652275085,1.0,1.0,1.0,0.0,1,0.0,0.005185152799953538,4.786158178651912e-05,0.03444752179929334,0.5027436141673532,0.0322323577198538,134.625,693.0,1.21875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.005185152799953538,4.786158178651912e-05,0.03444752179929334,134.625,0,32,0,0.0,15,17,0.16412213740458015,,,,,,,
53,0.45217391304347826,0.16659733653068542,14.719771385192871,0.1096343994140625,0.8039072751998901,1.0,1.0,1.0,0.0,1,0.0,0.0033461761500043243,2.958162110270031e-05,0.03712783202492633,0.505663520811388,0.03314722217270599,253.4375,1124.0,1.8125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0033461761500043243,2.958162110270031e-05,0.03712783202492633,253.4375,0,32,0,0.0,10,22,0.16712104689203927,,,,,,,
54,0.4608695652173913,0.22452691197395325,14.963117122650146,0.10716509819030762,0.8039509057998657,1.0,1.0,1.0,0.0,1,0.0,0.006225942351169756,7.807149984947097e-05,0.03712516285103755,0.5030517172095257,0.03234594001456907,67.46875,433.0,1.53125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.006225942351169756,7.807149984947097e-05,0.03712516285103755,67.46875,0,32,0,0.0,13,19,0.16902944383860413,,,,,,,
55,0.46956521739130436,0.4187539517879486,15.204293251037598,0.10540485382080078,0.8039942979812622,1.0,1.0,1.0,0.0,1,0.0,0.005708039944807271,2.7917269150483585e-05,0.034446556112990315,0.49884752238823343,0.03100493276271995,118.21875,1120.0,1.59375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,20,12,0,0.005708039944807271,2.7917269150483585e-05,0.034446556112990315,118.21875,0,32,0,0.0,20,12,0.17148309705561615,,,,,,,
